opportunity_id,deal_stage,pipeline_status,engage_date,close_date,close_value,sales_agent,manager,regional_office,product,series,sales_price,account,sector,account_revenue,employees,office_location,won_flag,lost_flag,open_flag,sales_cycle_days,engage_year,engage_quarter,close_year,close_quarter
NL3JZH1Z,Won,Won,2016-11-04,2017-03-10,53.0,Anna Snelling,Dustin Brinkmann,Central,MG Special,MG,55,Bioholding,medical,587.34,1356.0,Philipines,1,0,0,126.0,2016.0,2016Q4,2017.0,2017Q1
KWVA7VR1,Lost,Lost,2016-11-04,2017-03-18,0.0,Gladys Colclough,Melvin Marxen,Central,GTX Pro,GTX,4821,Genco Pura Olive Oil Company,retail,894.33,1635.0,Italy,0,1,0,134.0,2016.0,2016Q4,2017.0,2017Q1
S8DX3XOU,Won,Won,2016-11-04,2017-03-10,5169.0,James Ascencio,Summer Sewald,West,GTX Plus Pro,GTX,5482,Sunnamplex,marketing,894.37,1593.0,Poland,1,0,0,126.0,2016.0,2016Q4,2017.0,2017Q1
ENB2XD8G,Won,Won,2016-11-04,2017-03-06,4631.0,Maureen Marcano,Summer Sewald,West,GTX Plus Pro,GTX,5482,Sonron,telecommunications,1699.85,5108.0,United States,1,0,0,122.0,2016.0,2016Q4,2017.0,2017Q1
09YE9QOV,Won,Won,2016-11-05,2017-03-11,3393.0,Hayden Neloms,Celia Rouche,West,MG Advanced,MG,3393,Finjob,employment,2059.9,3644.0,United States,1,0,0,126.0,2016.0,2016Q4,2017.0,2017Q1
3F5MZNEH,Lost,Lost,2016-11-05,2017-03-03,0.0,Rosalina Dieter,Celia Rouche,West,MG Special,MG,55,Sonron,telecommunications,1699.85,5108.0,United States,0,1,0,118.0,2016.0,2016Q4,2017.0,2017Q1
M6WEJXC0,Won,Won,2016-11-05,2017-03-06,3284.0,Rosalina Dieter,Celia Rouche,West,MG Advanced,MG,3393,Scotfind,software,6354.87,16780.0,United States,1,0,0,121.0,2016.0,2016Q4,2017.0,2017Q1
6PTR7VBR,Won,Won,2016-11-06,2017-03-05,61.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Treequote,telecommunications,5266.09,8595.0,United States,1,0,0,119.0,2016.0,2016Q4,2017.0,2017Q1
902REDPA,Lost,Lost,2016-11-07,2017-03-09,0.0,Daniell Hammack,Rocco Neubert,East,GTX Pro,GTX,4821,Xx-zobam,entertainment,3838.39,8274.0,United States,0,1,0,122.0,2016.0,2016Q4,2017.0,2017Q1
5J9CMGDV,Won,Won,2016-11-07,2017-03-08,46.0,Elease Gluck,Celia Rouche,West,MG Special,MG,55,Rantouch,telecommunications,1188.42,3015.0,United States,1,0,0,121.0,2016.0,2016Q4,2017.0,2017Q1
JJXRR8R6,Lost,Lost,2016-11-07,2017-03-17,0.0,James Ascencio,Summer Sewald,West,GTX Plus Pro,GTX,5482,Fasehatice,retail,4968.91,7523.0,United States,0,1,0,130.0,2016.0,2016Q4,2017.0,2017Q1
WF4HA5NW,Won,Won,2016-11-07,2017-03-18,50.0,Moses Frase,Dustin Brinkmann,Central,MG Special,MG,55,Ron-tech,medical,3922.42,6837.0,United States,1,0,0,131.0,2016.0,2016Q4,2017.0,2017Q1
C5K2JP1H,Won,Won,2016-11-07,2017-03-11,1014.0,Violet Mclelland,Cara Losch,East,GTX Plus Basic,GTX,1096,Vehement Capital Partners,finance,646.1,883.0,United States,1,0,0,124.0,2016.0,2016Q4,2017.0,2017Q1
ADRB8OMB,Won,Won,2016-11-08,2017-03-26,561.0,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,GTX,550,Warephase,services,2041.73,5276.0,United States,1,0,0,138.0,2016.0,2016Q4,2017.0,2017Q1
SBCR987L,Won,Won,2016-11-10,2017-03-23,590.0,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,Zoomit,entertainment,324.19,978.0,United States,1,0,0,133.0,2016.0,2016Q4,2017.0,2017Q1
UP409DSB,Engaging,Open,2016-11-10,,,Maureen Marcano,Summer Sewald,West,MG Advanced,MG,3393,Ganjaflex,retail,5158.71,17479.0,Japan,0,0,1,,2016.0,2016Q4,,
JSD4APT2,Won,Won,2016-11-10,2017-03-12,61.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Bioholding,medical,587.34,1356.0,Philipines,1,0,0,122.0,2016.0,2016Q4,2017.0,2017Q1
AO9Z2D17,Lost,Lost,2016-11-10,2017-03-11,0.0,Violet Mclelland,Cara Losch,East,GTX Plus Pro,GTX,5482,Xx-zobam,entertainment,3838.39,8274.0,United States,0,1,0,121.0,2016.0,2016Q4,2017.0,2017Q1
5M58DTJK,Won,Won,2016-11-11,2017-03-05,58.0,Elease Gluck,Celia Rouche,West,MG Special,MG,55,Cheers,entertainment,4269.9,6472.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
KNY1OSAB,Won,Won,2016-11-11,2017-03-14,4899.0,Maureen Marcano,Summer Sewald,West,GTX Pro,GTX,4821,Labdrill,medical,2741.37,9226.0,United States,1,0,0,123.0,2016.0,2016Q4,2017.0,2017Q1
EAZDUUM9,Lost,Lost,2016-11-11,2017-03-01,0.0,Rosie Papadopoulos,Cara Losch,East,MG Advanced,MG,3393,Zotware,software,4478.47,13809.0,United States,0,1,0,110.0,2016.0,2016Q4,2017.0,2017Q1
2STUSOFE,Won,Won,2016-11-11,2017-03-03,67.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,dambase,marketing,2173.98,2928.0,United States,1,0,0,112.0,2016.0,2016Q4,2017.0,2017Q1
JYKM0B00,Won,Won,2016-11-12,2017-03-06,4338.0,James Ascencio,Summer Sewald,West,GTX Pro,GTX,4821,Xx-holding,finance,7537.24,20293.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
KU28360J,Won,Won,2016-11-12,2017-03-19,578.0,Kary Hendrixson,Summer Sewald,West,GTX Basic,GTX,550,Fasehatice,retail,4968.91,7523.0,United States,1,0,0,127.0,2016.0,2016Q4,2017.0,2017Q1
N4SD17JR,Won,Won,2016-11-12,2017-03-01,556.0,Reed Clapper,Rocco Neubert,East,GTX Basic,GTX,550,Acme Corporation,technology,1100.04,2822.0,United States,1,0,0,109.0,2016.0,2016Q4,2017.0,2017Q1
E67P9Y3Q,Won,Won,2016-11-12,2017-03-03,635.0,Rosalina Dieter,Celia Rouche,West,GTX Basic,GTX,550,Green-Plus,services,692.19,1922.0,United States,1,0,0,111.0,2016.0,2016Q4,2017.0,2017Q1
AT3MMVIS,Won,Won,2016-11-12,2017-03-07,3045.0,Wilburn Farren,Cara Losch,East,MG Advanced,MG,3393,The New York Inquirer,medical,439.21,792.0,United States,1,0,0,115.0,2016.0,2016Q4,2017.0,2017Q1
REJ11LRY,Won,Won,2016-11-13,2017-03-14,1233.0,Garret Kinder,Cara Losch,East,GTX Plus Basic,GTX,1096,Mathtouch,marketing,3027.46,9516.0,Jordan,1,0,0,121.0,2016.0,2016Q4,2017.0,2017Q1
ERV0CAZ7,Won,Won,2016-11-13,2017-03-09,60.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Zumgoity,medical,441.08,1210.0,United States,1,0,0,116.0,2016.0,2016Q4,2017.0,2017Q1
8SOQADK7,Lost,Lost,2016-11-14,2017-03-30,0.0,Anna Snelling,Dustin Brinkmann,Central,MG Special,MG,55,Gogozoom,telecommunications,86.68,187.0,United States,0,1,0,136.0,2016.0,2016Q4,2017.0,2017Q1
TCHFT25B,Lost,Lost,2016-11-14,2017-03-08,0.0,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,GTX,550,Stanredtax,finance,1698.2,3798.0,United States,0,1,0,114.0,2016.0,2016Q4,2017.0,2017Q1
CZVN09WN,Won,Won,2016-11-14,2017-03-20,1170.0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Konmatfix,marketing,375.43,1190.0,United States,1,0,0,126.0,2016.0,2016Q4,2017.0,2017Q1
EG7OFLFR,Engaging,Open,2016-11-14,,,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,,,,,,0,0,1,,2016.0,2016Q4,,
30UQWUKB,Won,Won,2016-11-15,2017-03-20,1162.0,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Genco Pura Olive Oil Company,retail,894.33,1635.0,Italy,1,0,0,125.0,2016.0,2016Q4,2017.0,2017Q1
OLVI7L8M,Engaging,Open,2016-11-16,,,Cassey Cress,Rocco Neubert,East,GTX Pro,GTX,4821,,,,,,0,0,1,,2016.0,2016Q4,,
97UN20YY,Won,Won,2016-11-16,2017-03-14,3725.0,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,MG,3393,Conecom,technology,1520.66,1806.0,United States,1,0,0,118.0,2016.0,2016Q4,2017.0,2017Q1
JXLERZ9O,Won,Won,2016-11-16,2017-03-31,559.0,Kary Hendrixson,Summer Sewald,West,GTX Basic,GTX,550,Golddex,finance,52.5,165.0,United States,1,0,0,135.0,2016.0,2016Q4,2017.0,2017Q1
6ROE69W5,Lost,Lost,2016-11-16,2017-03-11,0.0,Rosalina Dieter,Celia Rouche,West,GTX Basic,GTX,550,Plexzap,retail,2437.85,4874.0,United States,0,1,0,115.0,2016.0,2016Q4,2017.0,2017Q1
0DFXFKT7,Lost,Lost,2016-11-17,2017-03-21,0.0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Rundofase,technology,1008.06,1238.0,United States,0,1,0,124.0,2016.0,2016Q4,2017.0,2017Q1
XKMZVSN4,Won,Won,2016-11-17,2017-03-05,4667.0,James Ascencio,Summer Sewald,West,GTX Plus Pro,GTX,5482,Sonron,telecommunications,1699.85,5108.0,United States,1,0,0,108.0,2016.0,2016Q4,2017.0,2017Q1
IU8V0BZK,Won,Won,2016-11-17,2017-03-17,903.0,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Finhigh,finance,1102.43,1759.0,United States,1,0,0,120.0,2016.0,2016Q4,2017.0,2017Q1
XY42936P,Won,Won,2016-11-17,2017-03-13,1180.0,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,GTX,1096,Finjob,employment,2059.9,3644.0,United States,1,0,0,116.0,2016.0,2016Q4,2017.0,2017Q1
XRN54MBM,Won,Won,2016-11-17,2017-03-05,487.0,Niesha Huffines,Melvin Marxen,Central,GTX Basic,GTX,550,Ron-tech,medical,3922.42,6837.0,United States,1,0,0,108.0,2016.0,2016Q4,2017.0,2017Q1
2V848WZD,Won,Won,2016-11-18,2017-03-04,3180.0,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,MG,3393,Stanredtax,finance,1698.2,3798.0,United States,1,0,0,106.0,2016.0,2016Q4,2017.0,2017Q1
ONYNTUCG,Lost,Lost,2016-11-19,2017-03-17,0.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Funholding,finance,2819.5,7227.0,United States,0,1,0,118.0,2016.0,2016Q4,2017.0,2017Q1
HIOHX80Y,Won,Won,2016-11-19,2017-03-18,3563.0,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,MG,3393,Gogozoom,telecommunications,86.68,187.0,United States,1,0,0,119.0,2016.0,2016Q4,2017.0,2017Q1
F5U1ACDD,Engaging,Open,2016-11-19,,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,GTX,1096,,,,,,0,0,1,,2016.0,2016Q4,,
LPKT07PV,Won,Won,2016-11-20,2017-03-23,4704.0,Boris Faz,Rocco Neubert,East,GTX Pro,GTX,4821,Opentech,finance,355.23,853.0,United States,1,0,0,123.0,2016.0,2016Q4,2017.0,2017Q1
WPB2SLIG,Won,Won,2016-11-20,2017-03-14,5585.0,Donn Cantrell,Rocco Neubert,East,GTX Plus Pro,GTX,5482,Silis,medical,2818.38,6290.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
XUSUEAV7,Won,Won,2016-11-20,2017-03-09,25897.0,Elease Gluck,Celia Rouche,West,GTK 500,GTK,26768,Zoomit,entertainment,324.19,978.0,United States,1,0,0,109.0,2016.0,2016Q4,2017.0,2017Q1
ZZY4516R,Engaging,Open,2016-11-20,,,Hayden Neloms,Celia Rouche,West,MG Advanced,MG,3393,,,,,,0,0,1,,2016.0,2016Q4,,
3TYPII47,Won,Won,2016-11-20,2017-03-03,1207.0,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,GTX,1096,Goodsilron,marketing,2952.73,5107.0,United States,1,0,0,103.0,2016.0,2016Q4,2017.0,2017Q1
7WAX8Z8O,Lost,Lost,2016-11-20,2017-03-08,0.0,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,MG,3393,Cancity,retail,718.62,2448.0,United States,0,1,0,108.0,2016.0,2016Q4,2017.0,2017Q1
MYDUMR3R,Won,Won,2016-11-20,2017-03-04,559.0,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,GTX,550,Rangreen,technology,2938.67,8775.0,Panama,1,0,0,104.0,2016.0,2016Q4,2017.0,2017Q1
0DRC1U9Q,Engaging,Open,2016-11-20,,,Maureen Marcano,Summer Sewald,West,GTX Basic,GTX,550,Green-Plus,services,692.19,1922.0,United States,0,0,1,,2016.0,2016Q4,,
37JFKD4I,Won,Won,2016-11-20,2017-03-09,1033.0,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,dambase,marketing,2173.98,2928.0,United States,1,0,0,109.0,2016.0,2016Q4,2017.0,2017Q1
25YKPHX8,Won,Won,2016-11-21,2017-03-21,462.0,Donn Cantrell,Rocco Neubert,East,GTX Basic,GTX,550,Kan-code,software,11698.03,34288.0,United States,1,0,0,120.0,2016.0,2016Q4,2017.0,2017Q1
BXXMA7F3,Lost,Lost,2016-11-21,2017-03-01,0.0,Hayden Neloms,Celia Rouche,West,MG Advanced,MG,3393,Nam-zim,services,405.59,1179.0,Brazil,0,1,0,100.0,2016.0,2016Q4,2017.0,2017Q1
GIUUTBXM,Won,Won,2016-11-21,2017-03-14,5539.0,Kary Hendrixson,Summer Sewald,West,GTX Pro,GTX,4821,Y-corporation,employment,2871.35,9561.0,United States,1,0,0,113.0,2016.0,2016Q4,2017.0,2017Q1
MFX2LR1Q,Won,Won,2016-11-21,2017-03-15,3573.0,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,MG,3393,Ron-tech,medical,3922.42,6837.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
DUHE9FLY,Won,Won,2016-11-21,2017-03-01,4926.0,Marty Freudenburg,Melvin Marxen,Central,GTX Pro,GTX,4821,Conecom,technology,1520.66,1806.0,United States,1,0,0,100.0,2016.0,2016Q4,2017.0,2017Q1
96BSG7R1,Lost,Lost,2016-11-21,2017-03-17,0.0,Zane Levy,Summer Sewald,West,GTX Plus Basic,GTX,1096,Sunnamplex,marketing,894.37,1593.0,Poland,0,1,0,116.0,2016.0,2016Q4,2017.0,2017Q1
7FQMSWIX,Won,Won,2016-11-22,2017-03-04,62.0,Corliss Cosme,Cara Losch,East,MG Special,MG,55,Bioplex,medical,326.82,1016.0,United States,1,0,0,102.0,2016.0,2016Q4,2017.0,2017Q1
C20AVXN7,Won,Won,2016-11-22,2017-03-14,4359.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Gogozoom,telecommunications,86.68,187.0,United States,1,0,0,112.0,2016.0,2016Q4,2017.0,2017Q1
GS1QVWCR,Won,Won,2016-11-22,2017-03-31,566.0,Kami Bicknell,Summer Sewald,West,GTX Basic,GTX,550,Plusstrip,entertainment,349.81,315.0,United States,1,0,0,129.0,2016.0,2016Q4,2017.0,2017Q1
ZWH8FXY3,Won,Won,2016-11-22,2017-03-03,508.0,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,GTX,550,Toughzap,retail,332.43,799.0,United States,1,0,0,101.0,2016.0,2016Q4,2017.0,2017Q1
2U94Y3Q9,Lost,Lost,2016-11-22,2017-03-20,0.0,Rosie Papadopoulos,Cara Losch,East,MG Advanced,MG,3393,Vehement Capital Partners,finance,646.1,883.0,United States,0,1,0,118.0,2016.0,2016Q4,2017.0,2017Q1
AAR79NOO,Won,Won,2016-11-22,2017-03-11,51.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Codehow,software,2714.9,2641.0,United States,1,0,0,109.0,2016.0,2016Q4,2017.0,2017Q1
B6B0PNR2,Won,Won,2016-11-22,2017-03-05,4899.0,Vicki Laflamme,Celia Rouche,West,GTX Pro,GTX,4821,Dalttechnology,software,98.79,96.0,United States,1,0,0,103.0,2016.0,2016Q4,2017.0,2017Q1
M7I5O9YU,Engaging,Open,2016-11-23,,,Corliss Cosme,Cara Losch,East,GTX Basic,GTX,550,Cheers,entertainment,4269.9,6472.0,United States,0,0,1,,2016.0,2016Q4,,
LXZA2OSZ,Won,Won,2016-11-23,2017-03-03,5790.0,Corliss Cosme,Cara Losch,East,GTX Plus Pro,GTX,5482,Ontomedia,employment,882.12,2769.0,United States,1,0,0,100.0,2016.0,2016Q4,2017.0,2017Q1
N0ONCYVZ,Lost,Lost,2016-11-23,2017-03-30,0.0,Donn Cantrell,Rocco Neubert,East,MG Special,MG,55,Kinnamplus,retail,702.72,1831.0,United States,0,1,0,127.0,2016.0,2016Q4,2017.0,2017Q1
GYB4W2AU,Engaging,Open,2016-11-23,,,Elease Gluck,Celia Rouche,West,MG Advanced,MG,3393,,,,,,0,0,1,,2016.0,2016Q4,,
513DPFX5,Won,Won,2016-11-23,2017-03-03,4438.0,Gladys Colclough,Melvin Marxen,Central,GTX Pro,GTX,4821,Codehow,software,2714.9,2641.0,United States,1,0,0,100.0,2016.0,2016Q4,2017.0,2017Q1
RU023K5W,Won,Won,2016-11-23,2017-03-17,2972.0,Gladys Colclough,Melvin Marxen,Central,MG Advanced,MG,3393,Finhigh,finance,1102.43,1759.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
VDIU10RV,Engaging,Open,2016-11-23,,,Markita Hansen,Celia Rouche,West,MG Special,MG,55,Lexiqvolax,medical,1618.89,3889.0,United States,0,0,1,,2016.0,2016Q4,,
BZCBQ514,Won,Won,2016-11-23,2017-03-01,523.0,Markita Hansen,Celia Rouche,West,GTX Basic,GTX,550,Y-corporation,employment,2871.35,9561.0,United States,1,0,0,98.0,2016.0,2016Q4,2017.0,2017Q1
HEE6P0QH,Won,Won,2016-11-24,2017-03-25,3647.0,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,MG,3393,Statholdings,employment,291.27,586.0,United States,1,0,0,121.0,2016.0,2016Q4,2017.0,2017Q1
L8CHRJ2B,Won,Won,2016-11-24,2017-03-01,4200.0,Cassey Cress,Rocco Neubert,East,MG Advanced,MG,3393,Umbrella Corporation,finance,2022.14,5113.0,United States,1,0,0,97.0,2016.0,2016Q4,2017.0,2017Q1
579LZ3F9,Engaging,Open,2016-11-24,,,Daniell Hammack,Rocco Neubert,East,GTX Plus Basic,GTX,1096,J-Texon,retail,1388.67,3583.0,United States,0,0,1,,2016.0,2016Q4,,
SU8JNMP4,Engaging,Open,2016-11-24,,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,GTX,1096,Bubba Gump,software,987.39,2253.0,United States,0,0,1,,2016.0,2016Q4,,
V2X2KMUR,Won,Won,2016-11-24,2017-03-28,1059.0,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,GTX,1096,Faxquote,telecommunications,1825.82,5595.0,United States,1,0,0,124.0,2016.0,2016Q4,2017.0,2017Q1
AJIPJP75,Lost,Lost,2016-11-24,2017-03-05,0.0,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Codehow,software,2714.9,2641.0,United States,0,1,0,101.0,2016.0,2016Q4,2017.0,2017Q1
NYVA2G6U,Won,Won,2016-11-24,2017-03-02,57.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Dontechi,software,4618.0,10083.0,United States,1,0,0,98.0,2016.0,2016Q4,2017.0,2017Q1
FF45BXTL,Won,Won,2016-11-24,2017-03-27,3671.0,Vicki Laflamme,Celia Rouche,West,MG Advanced,MG,3393,Konex,technology,7708.38,13756.0,United States,1,0,0,123.0,2016.0,2016Q4,2017.0,2017Q1
TTA9LYBS,Won,Won,2016-11-25,2017-03-01,58.0,Anna Snelling,Dustin Brinkmann,Central,MG Special,MG,55,Treequote,telecommunications,5266.09,8595.0,United States,1,0,0,96.0,2016.0,2016Q4,2017.0,2017Q1
PAGZQH8L,Won,Won,2016-11-25,2017-03-06,3956.0,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,MG,3393,Treequote,telecommunications,5266.09,8595.0,United States,1,0,0,101.0,2016.0,2016Q4,2017.0,2017Q1
J7YF6DS7,Won,Won,2016-11-25,2017-03-01,5964.0,Corliss Cosme,Cara Losch,East,GTX Plus Pro,GTX,5482,Betasoloin,medical,251.41,495.0,United States,1,0,0,96.0,2016.0,2016Q4,2017.0,2017Q1
S5IXY4Z9,Won,Won,2016-11-25,2017-03-06,4570.0,Corliss Cosme,Cara Losch,East,GTX Pro,GTX,4821,Betasoloin,medical,251.41,495.0,United States,1,0,0,101.0,2016.0,2016Q4,2017.0,2017Q1
JQBJMETQ,Won,Won,2016-11-25,2017-03-27,49.0,Darcel Schlecht,Melvin Marxen,Central,MG Special,MG,55,Domzoom,entertainment,217.87,551.0,United States,1,0,0,122.0,2016.0,2016Q4,2017.0,2017Q1
0LVWSWEW,Won,Won,2016-11-25,2017-03-06,65.0,Violet Mclelland,Cara Losch,East,MG Special,MG,55,Donquadtech,technology,1712.68,3194.0,United States,1,0,0,101.0,2016.0,2016Q4,2017.0,2017Q1
K53BC1T9,Lost,Lost,2016-11-26,2017-03-27,0.0,Anna Snelling,Dustin Brinkmann,Central,MG Special,MG,55,Domzoom,entertainment,217.87,551.0,United States,0,1,0,121.0,2016.0,2016Q4,2017.0,2017Q1
D40N5I9Y,Won,Won,2016-11-26,2017-03-08,4739.0,Darcel Schlecht,Melvin Marxen,Central,GTX Pro,GTX,4821,Finhigh,finance,1102.43,1759.0,United States,1,0,0,102.0,2016.0,2016Q4,2017.0,2017Q1
051QTX8Z,Won,Won,2016-11-26,2017-03-21,1080.0,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Globex Corporation,technology,1223.72,2497.0,Norway,1,0,0,115.0,2016.0,2016Q4,2017.0,2017Q1
5D2XH04S,Won,Won,2016-11-26,2017-03-12,57.0,Reed Clapper,Rocco Neubert,East,MG Special,MG,55,Plussunin,retail,1419.98,4018.0,United States,1,0,0,106.0,2016.0,2016Q4,2017.0,2017Q1
V9E582SK,Won,Won,2016-11-27,2017-03-16,469.0,Garret Kinder,Cara Losch,East,GTX Basic,GTX,550,Konex,technology,7708.38,13756.0,United States,1,0,0,109.0,2016.0,2016Q4,2017.0,2017Q1
UK0LEZRJ,Won,Won,2016-11-27,2017-03-03,532.0,Kary Hendrixson,Summer Sewald,West,GTX Basic,GTX,550,Condax,medical,4.54,9.0,United States,1,0,0,96.0,2016.0,2016Q4,2017.0,2017Q1
PFFHM7HR,Engaging,Open,2016-11-27,,,Markita Hansen,Celia Rouche,West,MG Advanced,MG,3393,Opentech,finance,355.23,853.0,United States,0,0,1,,2016.0,2016Q4,,
IT10CFQH,Won,Won,2016-11-27,2017-03-26,538.0,Rosalina Dieter,Celia Rouche,West,GTX Basic,GTX,550,Konex,technology,7708.38,13756.0,United States,1,0,0,119.0,2016.0,2016Q4,2017.0,2017Q1
8VKD2CCH,Won,Won,2016-11-27,2017-03-21,4829.0,Rosie Papadopoulos,Cara Losch,East,GTX Pro,GTX,4821,Massive Dynamic,entertainment,665.06,1095.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
2XQAKBXH,Won,Won,2016-11-27,2017-03-11,5370.0,Zane Levy,Summer Sewald,West,GTX Plus Pro,GTX,5482,Doncon,technology,587.72,1501.0,United States,1,0,0,104.0,2016.0,2016Q4,2017.0,2017Q1
7G7YLGJO,Won,Won,2016-11-27,2017-03-21,6499.0,Zane Levy,Summer Sewald,West,GTX Plus Pro,GTX,5482,Hatfan,services,792.46,1299.0,United States,1,0,0,114.0,2016.0,2016Q4,2017.0,2017Q1
GCA97W27,Won,Won,2016-11-28,2017-03-06,1161.0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,GTX,1096,Genco Pura Olive Oil Company,retail,894.33,1635.0,Italy,1,0,0,98.0,2016.0,2016Q4,2017.0,2017Q1
K8FUZHOG,Won,Won,2016-11-28,2017-03-26,576.0,Kary Hendrixson,Summer Sewald,West,GTX Basic,GTX,550,Scotfind,software,6354.87,16780.0,United States,1,0,0,118.0,2016.0,2016Q4,2017.0,2017Q1
5WJZMULK,Won,Won,2016-11-28,2017-03-19,979.0,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,GTX,1096,Hatfan,services,792.46,1299.0,United States,1,0,0,111.0,2016.0,2016Q4,2017.0,2017Q1
ZPYD4T9W,Won,Won,2016-11-28,2017-03-07,43.0,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,MG,55,Stanredtax,finance,1698.2,3798.0,United States,1,0,0,99.0,2016.0,2016Q4,2017.0,2017Q1
